pitch_type,game_date,release_speed,release_pos_x,release_pos_z,batter,pitcher,events,description,zone,stand,p_throws,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
SI,6/15/2024,94.8,-1.89,5.88,668800,669923,field_out,hit_into_play,11.0,R,R,X,3.0,popup,0,1,-1.38,1.09,-0.78,3.6,,677649.0,,1,5,Top,153.56,163.69,6.041219203,-137.924493,-2.708824668,-18.96285766,33.9003592,-17.89227801,3.26,1.49,106.0,65.2,67.0,95.0,2178.0,6.7,745241,53.84,0.003,0.003,0.0,1.0,0.0,0.0,3.0,38,2,Sinker,4,0,0,4,0,4,0,4,Standard,Standard,215.0,0.023,-0.277,57.5,5.5,0.004,0.277,88.0,4,-4,0.895,0.105,26,29,26,29,2,1,6.0,1.0,6.0,1.0,1.47,1.38,1.38,34.8
SI,6/15/2024,94.7,-1.89,5.67,668800,669923,,foul,11.0,R,R,S,,,0,0,-1.4,0.83,-0.9,3.38,,677649.0,,1,5,Top,,,5.736312284,-137.8149021,-2.157167127,-19.06413809,32.07578367,-21.35456529,3.26,1.49,132.0,67.5,11.0,95.1,1985.0,6.6,745241,53.87,,,,,,,,38,1,Sinker,4,0,0,4,0,4,0,4,Infield shade,Standard,221.0,0.0,-0.045,49.6,4.1,,0.045,88.0,4,-4,0.895,0.105,26,29,26,29,2,1,6.0,1.0,6.0,1.0,1.72,1.4,1.4,34.6
SL,6/15/2024,88.2,-1.96,5.8,668800,669923,strikeout,foul_tip,14.0,R,R,S,2.0,,0,2,0.46,-0.53,1.31,2.15,,,,1,3,Top,,,7.046025563,-128.3900934,-1.72432666,3.713886003,25.0050999,-37.91880324,3.26,1.49,,,,89.2,2362.0,6.8,745241,53.75,,0.0,0.0,1.0,0.0,0.0,,18,5,Slider,1,0,0,1,0,1,0,1,Standard,Standard,29.0,0.018,-0.102,75.1,7.3,,0.102,,1,-1,0.643,0.357,26,29,26,29,1,0,6.0,1.0,6.0,1.0,3.44,-0.46,-0.46,37.2
FF,6/15/2024,97.4,-1.81,5.91,668800,669923,,foul,12.0,R,R,S,,,0,2,-0.76,1.39,0.57,4.01,,,,1,3,Top,,,8.197349083,-141.6140881,-2.747792555,-12.10927915,34.1735124,-13.15588815,3.26,1.49,124.0,89.2,6.0,97.8,2288.0,6.7,745241,53.83,,,,,,,,18,4,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,220.0,0.0,0.0,57.3,4.9,,0.0,89.2,1,-1,0.643,0.357,26,29,26,29,1,0,6.0,1.0,6.0,1.0,1.03,0.76,0.76,36.5
FF,6/15/2024,96.9,-1.68,5.96,668800,669923,,foul,12.0,R,R,S,,,0,2,-0.75,1.35,0.24,3.97,,,,1,3,Top,,,6.878984524,-141.0605767,-2.880308872,-11.50099428,31.30300095,-13.6462234,3.26,1.49,254.0,88.2,21.0,97.5,2207.0,6.5,745241,53.96,,,,,,,,18,3,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,218.0,0.0,0.0,56.4,4.7,,0.0,88.2,1,-1,0.643,0.357,26,29,26,29,1,0,6.0,1.0,6.0,1.0,1.07,0.75,0.75,36.5
FF,6/15/2024,96.3,-1.73,5.88,668800,669923,,swinging_strike,11.0,R,R,S,,,0,1,-0.86,1.33,-0.27,4.28,,,,1,3,Top,,,5.845330158,-140.1241504,-1.695824154,-12.68359861,31.86125701,-14.47707774,3.26,1.49,,,,96.6,2231.0,6.5,745241,54.05,,,,,,,,18,2,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,223.0,0.0,-0.036,59.5,5.0,,0.036,,1,-1,0.643,0.357,26,29,26,29,1,0,6.0,1.0,6.0,1.0,1.13,0.86,0.86,33.8
SL,6/15/2024,86.8,-2.09,5.76,668800,669923,,called_strike,3.0,R,R,S,,,0,0,0.6,-0.49,0.48,2.86,,,,1,3,Top,,,4.944099042,-126.462737,0.196276463,5.555230325,23.62713751,-37.75236784,3.24,1.49,,,,87.6,2450.0,6.6,745241,53.94,,,,,,,,18,1,Slider,1,0,0,1,0,1,0,1,Standard,Standard,33.0,0.0,-0.023,,,,0.023,,1,-1,0.643,0.357,26,29,26,29,1,0,6.0,1.0,6.0,1.0,3.49,-0.6,-0.6,34.7
ST,6/15/2024,82.9,-2.38,4.74,668800,663423,field_out,hit_into_play,5.0,R,R,X,5.0,line_drive,1,2,0.98,0.18,0.24,2.41,,,,0,8,Top,96.17,161.17,4.067160629,-120.6037351,0.836238772,8.710098659,24.8146387,-30.85727557,3.26,1.49,124.0,99.4,7.0,82.5,3028.0,6.1,745241,54.36,0.617,0.589,0.0,1.0,0.0,0.0,4.0,59,4,Sweeper,5,1,1,5,1,5,1,5,Infield shade,Standard,75.0,0.012,-0.167,69.8,7.4,0.717,0.167,99.4,4,-4,0.968,0.032,30,29,31,29,1,2,3.0,1.0,3.0,1.0,3.16,-0.98,-0.98,19.2
ST,6/15/2024,82.9,-2.36,4.65,668800,663423,,ball,14.0,R,R,B,,,0,2,0.85,0.36,1.88,2.21,,,,0,8,Top,,,8.029225276,-120.5309521,0.232556146,6.621924003,24.10951118,-28.90915552,3.22,1.49,,,,82.7,2953.0,6.3,745241,54.21,,,,,,,,59,3,Sweeper,5,1,1,5,1,5,1,5,Infield shade,Standard,70.0,0.0,0.021,,,,-0.021,,4,-4,0.968,0.032,30,29,31,29,1,2,3.0,1.0,3.0,1.0,2.97,-0.85,-0.85,26.9
ST,6/15/2024,82.3,-2.36,4.76,668800,663423,,called_strike,3.0,R,R,S,,,0,1,1.24,0.17,0.4,2.77,,,,0,8,Top,,,3.851337145,-119.7435498,1.703921046,11.10297907,23.9826042,-31.08746258,3.16,1.52,,,,81.8,3063.0,6.1,745241,54.43,,,,,,,,59,2,Sweeper,5,1,1,5,1,5,1,5,Infield shade,Standard,58.0,0.0,-0.049,,,,0.049,,4,-4,0.968,0.032,30,29,31,29,1,2,3.0,1.0,3.0,1.0,3.2,-1.24,-1.24,21.6
ST,6/15/2024,81.9,-2.44,4.72,668800,663423,,called_strike,4.0,R,R,S,,,0,0,0.88,0.33,-0.3,2.03,,,,0,8,Top,,,3.141211758,-119.2702845,-0.138547653,7.779511352,22.92598984,-29.25167446,3.08,1.49,,,,81.6,2856.0,6.0,745241,54.46,,,,,,,,59,1,Sweeper,5,1,1,5,1,5,1,5,Infield shade,Standard,73.0,0.0,-0.033,,,,0.033,,4,-4,0.968,0.032,30,29,31,29,1,2,3.0,1.0,3.0,1.0,3.07,-0.88,-0.88,21.8
SL,6/16/2024,89.2,-1.04,5.84,668800,669302,field_out,hit_into_play,5.0,R,R,X,7.0,fly_ball,2,2,0.0,0.25,-0.18,2.46,,,,0,6,Top,35.9,95.77,2.15032436,-129.8780298,-2.813437822,-0.475667795,29.48176249,-28.92928201,3.26,1.49,336.0,94.3,34.0,90.9,1802.0,7.5,745242,53.04,0.091,0.161,0.0,1.0,0.0,0.0,3.0,40,6,Slider,2,0,0,2,0,2,0,2,Standard,Standard,212.0,0.03,-0.203,69.5,7.8,0.302,0.203,94.3,2,-2,0.789,0.211,27,29,27,29,2,1,6.0,1.0,6.0,7.0,2.63,0.0,0.0,42.9
FF,6/16/2024,96.7,-0.73,5.9,668800,669302,,ball,11.0,R,R,B,,,1,2,-0.5,1.41,-0.88,3.97,,,,0,6,Top,,,0.789730333,-140.9140089,-2.891605045,-6.906403517,31.22675424,-12.92438625,3.27,1.49,,,,99.3,1823.0,7.6,745242,52.88,,,,,,,,40,5,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,205.0,0.0,0.036,,,,-0.036,,2,-2,0.789,0.211,27,29,27,29,2,1,6.0,1.0,6.0,7.0,1.02,0.5,0.5,47.8
SL,6/16/2024,89.5,-0.74,5.82,668800,669302,,foul,6.0,R,R,S,,,1,2,0.02,0.23,0.48,2.18,,,,0,6,Top,,,3.057064657,-130.4008691,-3.541616365,-0.446987258,26.93153125,-29.01183751,3.26,1.49,288.0,87.1,35.0,91.5,1941.0,7.4,745242,53.09,,,,,,,,40,4,Slider,2,0,0,2,0,2,0,2,Infield shade,Standard,247.0,0.0,0.0,67.7,6.6,,0.0,88.0,2,-2,0.789,0.211,27,29,27,29,2,1,6.0,1.0,6.0,7.0,2.6,-0.02,-0.02,42.6
FF,6/16/2024,95.9,-0.92,5.84,668800,669302,,called_strike,11.0,R,R,S,,,1,1,-0.93,1.21,-0.05,3.67,,,,0,6,Top,,,4.515148842,-139.6858204,-2.958999708,-13.20618395,30.67936138,-15.87347451,3.17,1.39,,,,98.4,1897.0,7.6,745242,52.93,,,,,,,,40,3,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shade,Standard,212.0,0.0,-0.051,,,,0.051,,2,-2,0.789,0.211,27,29,27,29,2,1,6.0,1.0,6.0,7.0,1.26,0.93,0.93,45.2
FF,6/16/2024,95.7,-0.91,5.86,668800,669302,,called_strike,11.0,R,R,S,,,1,0,-0.74,1.3,-0.24,3.42,,,,0,6,Top,,,3.50907761,-139.3970491,-3.893169309,-10.38189462,30.05144147,-14.49480246,3.12,1.33,,,,98.3,1958.0,7.6,745242,52.91,,,,,,,,40,2,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shade,Standard,212.0,0.0,-0.044,,,,0.044,,2,-2,0.789,0.211,27,29,27,29,2,1,6.0,1.0,6.0,7.0,1.17,0.74,0.74,44.2
FF,6/16/2024,96.5,-0.8,5.89,668800,669302,,ball,14.0,R,R,B,,,0,0,-0.74,1.11,1.26,2.14,,,,0,6,Top,,,7.334147213,-140.2215939,-7.065005526,-11.38190912,32.26959761,-16.14531043,3.15,1.49,,,,98.7,1872.0,7.6,745242,52.88,,,,,,,,40,1,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shade,Standard,212.0,0.0,0.034,,,,-0.034,,2,-2,0.789,0.211,27,29,27,29,2,1,6.0,1.0,6.0,7.0,1.35,0.74,0.74,45.6
SL,6/16/2024,89.4,-0.93,5.75,668800,669302,single,hit_into_play,5.0,R,R,X,7.0,line_drive,2,1,0.11,-0.01,0.17,2.22,,,,2,3,Top,51.22,104.22,2.556329815,-130.2279323,-2.79293878,0.769916707,24.92562798,-31.91301159,3.26,1.49,189.0,95.5,10.0,91.9,1949.0,7.5,745242,52.99,0.689,0.625,0.9,1.0,1.0,0.0,4.0,17,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,41.0,-0.015,0.11,72.4,7.5,0.748,-0.11,95.5,0,0,0.543,0.457,27,29,27,29,1,0,6.0,1.0,6.0,7.0,2.83,-0.11,-0.11,44.3
CU,6/16/2024,84.0,-1.11,5.73,668800,669302,,ball,14.0,R,R,B,,,1,1,1.15,-0.61,1.9,-0.35,,,,2,3,Top,,,4.783697748,-121.9850866,-6.42123106,10.16505183,29.17543459,-36.82993138,3.17,1.36,,,,84.7,2322.0,7.4,745242,53.13,,,,,,,,17,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,40.0,0.0,0.023,,,,-0.023,,0,0,0.543,0.457,27,29,27,29,1,0,6.0,1.0,6.0,7.0,3.91,-1.15,-1.15,42.9
SL,6/16/2024,89.1,-1.0,5.81,668800,669302,,called_strike,8.0,R,R,S,,,1,0,0.17,0.08,0.21,1.55,,,,2,3,Top,,,2.690341826,-129.6735638,-4.658420535,1.303527383,27.56347715,-30.46680806,3.17,1.44,,,,90.8,1953.0,7.4,745242,53.14,,,,,,,,17,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,78.0,0.0,-0.02,,,,0.02,,0,0,0.543,0.457,27,29,27,29,1,0,6.0,1.0,6.0,7.0,2.79,-0.17,-0.17,44.0
FF,6/16/2024,97.5,-0.65,5.93,668800,669302,,ball,12.0,R,R,B,,,0,0,-0.42,1.28,1.36,2.79,,,,2,3,Top,,,6.524938335,-141.748725,-5.992332897,-7.17083185,32.72059562,-13.73085989,3.18,1.43,,,,99.8,1942.0,7.6,745242,52.88,,,,,,,,17,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,205.0,0.0,0.015,,,,-0.015,,0,0,0.543,0.457,27,29,27,29,1,0,6.0,1.0,6.0,7.0,1.12,0.42,0.42,43.9
CU,6/16/2024,73.6,-2.41,5.64,668800,608723,field_out,hit_into_play,5.0,R,R,X,3.0,ground_ball,2,2,0.95,-1.15,0.15,2.59,,,,0,9,Top,157.67,168.39,3.550432558,-106.9777067,3.13228353,6.5949296,19.32741774,-41.7514204,3.26,1.49,46.0,53.2,5.0,73.3,2816.0,6.2,745242,54.3,0.114,0.087,0.0,1.0,0.0,0.0,1.0,62,7,Curveball,5,0,0,5,0,5,0,5,Infield shade,Standard,41.0,0.003,-0.203,63.0,7.8,0.128,0.203,88.0,5,-5,0.995,0.005,32,29,32,29,1,2,3.0,1.0,2.0,7.0,5.38,-0.95,-0.95,41.0
ST,6/16/2024,81.1,-2.58,5.58,668800,608723,,foul,12.0,R,R,S,,,2,2,1.43,0.11,0.36,3.44,,,,0,9,Top,,,3.820440346,-118.0205688,1.70083551,12.39582797,25.550515,-31.79001689,3.26,1.49,9.0,56.0,-21.0,80.5,2766.0,6.2,745242,54.34,,,,,,,,62,6,Sweeper,5,0,0,5,0,5,0,5,Infield shade,Standard,65.0,0.0,0.0,71.4,7.1,,0.0,88.0,5,-5,0.995,0.005,32,29,32,29,1,2,3.0,1.0,2.0,7.0,3.4,-1.43,-1.43,36.9
FF,6/16/2024,95.3,-2.33,5.65,668800,608723,,foul,3.0,R,R,S,,,2,2,-0.68,1.6,0.3,3.0,,,,0,9,Top,,,8.419262963,-138.516174,-4.922294369,-10.59259463,30.93608033,-10.61253189,3.26,1.49,,,,95.1,2314.0,6.3,745242,54.25,,,,,,,,62,5,4-Seam Fastball,5,0,0,5,0,5,0,5,Standard,Standard,207.0,0.0,0.0,70.5,6.0,,0.0,,5,-5,0.995,0.005,32,29,32,29,1,2,3.0,1.0,2.0,7.0,0.91,0.68,0.68,36.1
ST,6/16/2024,79.2,-2.39,5.68,668800,608723,,ball,14.0,R,R,B,,,1,2,1.47,-0.38,1.78,1.49,,,,0,9,Top,,,6.349431398,-115.1853995,-1.554092495,11.56858621,24.551315,-35.40827439,3.24,1.44,,,,78.6,2829.0,6.2,745242,54.25,,,,,,,,62,4,Sweeper,5,0,0,5,0,5,0,5,Infield shade,Standard,52.0,0.0,0.036,,,,-0.036,,5,-5,0.995,0.005,32,29,32,29,1,2,3.0,1.0,2.0,7.0,4.06,-1.47,-1.47,40.0
CU,6/16/2024,75.0,-2.61,5.63,668800,608723,,swinging_strike,2.0,R,R,S,,,1,1,1.31,-1.05,0.08,2.82,,,,0,9,Top,,,3.24766553,-109.1510023,3.216313936,9.86422977,19.67871427,-41.35797453,3.26,1.49,,,,74.9,2876.0,6.2,745242,54.26,,,,,,,,62,3,Curveball,5,0,0,5,0,5,0,5,Infield shade,Standard,45.0,0.0,-0.051,73.7,7.6,,0.051,,5,-5,0.995,0.005,32,29,32,29,1,2,3.0,1.0,2.0,7.0,5.11,-1.31,-1.31,36.0
FF,6/16/2024,94.8,-2.31,5.77,668800,608723,,ball,12.0,R,R,B,,,0,1,-0.38,1.36,0.87,4.17,,,,0,9,Top,,,9.154869312,-137.9808939,-1.631519685,-6.685350858,26.45344861,-14.44323504,3.23,1.48,,,,95.2,2337.0,6.2,745242,54.29,,,,,,,,62,2,4-Seam Fastball,5,0,0,5,0,5,0,5,Infield shade,Standard,201.0,0.0,0.023,,,,-0.023,,5,-5,0.995,0.005,32,29,32,29,1,2,3.0,1.0,2.0,7.0,1.14,0.38,0.38,39.1
FF,6/16/2024,93.6,-2.56,5.73,668800,608723,,called_strike,11.0,R,R,S,,,0,0,-0.6,1.33,-0.4,3.4,,,,0,9,Top,,,6.885239988,-136.2584283,-3.317428148,-8.865199568,24.44499655,-14.93304454,3.2,1.35,,,,94.2,2418.0,6.2,745242,54.31,,,,,,,,62,1,4-Seam Fastball,5,0,0,5,0,5,0,5,Infield shade,Standard,204.0,0.0,-0.033,,,,0.033,,5,-5,0.995,0.005,32,29,32,29,1,2,3.0,1.0,2.0,7.0,1.23,0.6,0.6,39.3
SI,6/23/2024,94.4,-1.54,5.52,668800,679525,strikeout,called_strike,6.0,R,R,S,2.0,,0,2,-1.51,0.74,0.75,2.55,,,,1,6,Bot,,,9.299853302,-137.0841526,-3.603735288,-21.18126076,33.06422355,-22.26192122,3.26,1.45,,,,94.0,2427.0,6.3,745000,54.15,,0.0,0.0,1.0,0.0,0.0,,45,3,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,224.0,-0.006,-0.102,,,,0.102,,3,3,0.911,0.911,26,29,26,29,3,2,5.0,7.0,5.0,5.0,1.85,1.51,1.51,29.7
SL,6/23/2024,87.1,-1.57,5.51,668800,679525,,called_strike,6.0,R,R,S,,,0,1,0.0,0.12,0.5,1.97,,,,1,6,Bot,,,4.969685218,-126.7800036,-2.584993856,-0.959588373,25.46163873,-30.53676409,3.22,1.35,,,,87.1,2473.0,6.2,745000,54.3,,,,,,,,45,2,Slider,3,0,3,0,0,3,3,0,Standard,Standard,340.0,0.0,-0.036,,,,0.036,,3,3,0.911,0.911,26,29,26,29,3,2,5.0,7.0,5.0,5.0,2.88,0.0,0.0,28.8
FF,6/23/2024,93.4,-1.5,5.69,668800,679525,,foul_tip,6.0,R,R,S,,,0,0,-1.08,1.2,0.31,2.24,,,,1,6,Bot,,,7.012554452,-135.7003826,-5.693661235,-14.94164437,32.09066095,-16.24553695,3.25,1.49,,,,92.6,2428.0,6.1,745000,54.42,,,,,,,,45,1,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,225.0,0.0,-0.023,73.2,6.5,,0.023,,3,3,0.911,0.911,26,29,26,29,3,2,5.0,7.0,5.0,5.0,1.44,1.08,1.08,33.6
ST,6/23/2024,87.2,-1.82,5.59,668800,679525,field_out,hit_into_play,3.0,R,R,X,4.0,popup,1,0,0.72,-0.13,0.82,2.87,663993.0,694671.0,,1,4,Bot,149.99,151.59,4.86492472,-126.8596195,-0.053449478,6.630710951,28.44346218,-33.83384774,3.25,1.49,142.0,78.4,64.0,86.6,2462.0,6.2,745000,54.34,0.017,0.023,0.0,1.0,0.0,0.0,3.0,29,2,Sweeper,1,0,1,0,0,1,1,0,Strategic,Standard,42.0,-0.073,-0.473,68.6,7.4,0.03,0.473,88.0,1,1,0.771,0.771,26,29,26,29,2,1,5.0,7.0,5.0,5.0,3.16,-0.72,-0.72,31.2
SL,6/23/2024,87.1,-1.71,5.56,668800,679525,,ball,14.0,R,R,B,,,0,0,0.39,-0.09,1.02,1.18,663993.0,694671.0,,1,4,Bot,,,5.747297254,-126.6622697,-4.109607274,2.892059894,27.84709485,-32.4676888,3.37,1.53,,,,86.9,2427.0,6.3,745000,54.15,,,,,,,,29,1,Slider,1,0,1,0,0,1,1,0,Strategic,Standard,29.0,0.0,0.046,,,,-0.046,,1,1,0.771,0.771,26,29,26,29,2,1,5.0,7.0,5.0,5.0,3.12,-0.39,-0.39,31.8
FF,6/23/2024,95.9,-1.82,5.51,668800,679525,strikeout,swinging_strike,12.0,R,R,S,2.0,,3,2,-0.92,1.17,0.4,3.87,,,677649.0,2,2,Bot,,,7.936120138,-139.4429234,-1.389679256,-13.75996815,31.3850224,-16.77666449,3.25,1.49,,,,95.7,2396.0,6.2,745000,54.31,,0.0,0.0,1.0,0.0,0.0,,14,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,226.0,-0.024,-0.269,69.0,5.9,,0.269,,0,0,0.524,0.524,26,29,26,29,1,0,5.0,7.0,5.0,5.0,1.31,0.92,0.92,28.2
SL,6/23/2024,88.1,-1.78,5.51,668800,679525,,ball,14.0,R,R,B,,,2,2,0.38,0.14,1.34,1.4,,,677649.0,2,2,Bot,,,6.768942313,-128.1668942,-4.123591725,2.741606454,28.0805452,-29.9570303,3.21,1.37,,,,87.7,2504.0,6.2,745000,54.28,,,,,,,,14,6,Slider,0,0,0,0,0,0,0,0,Standard,Standard,50.0,0.0,0.072,,,,-0.072,,0,0,0.524,0.524,26,29,26,29,1,0,5.0,7.0,5.0,5.0,2.81,-0.38,-0.38,33.0
SL,6/23/2024,86.8,-1.66,5.56,668800,679525,,ball,14.0,R,R,B,,,1,2,0.45,0.0,1.38,0.79,,,677649.0,2,2,Bot,,,6.380945255,-126.1604709,-5.205350407,3.423729017,26.16340417,-31.32657729,3.26,1.42,,,,86.8,2528.0,6.4,745000,54.1,,,,,,,,14,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,42.0,0.0,0.032,,,,-0.032,,0,0,0.524,0.524,26,29,26,29,1,0,5.0,7.0,5.0,5.0,3.04,-0.45,-0.45,30.8
FF,6/23/2024,95.9,-1.68,5.67,668800,679525,,foul,12.0,R,R,S,,,1,2,-0.87,1.11,0.51,3.45,,,677649.0,2,2,Bot,,,7.750146247,-139.4594642,-2.719154293,-13.1836146,32.56505903,-17.34925026,3.25,1.49,268.0,84.5,46.0,95.5,2561.0,6.2,745000,54.3,,,,,,,,14,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,222.0,0.0,0.0,65.0,5.5,,0.0,88.0,0,0,0.524,0.524,26,29,26,29,1,0,5.0,7.0,5.0,5.0,1.38,0.87,0.87,32.2
SI,6/23/2024,94.4,-1.82,5.56,668800,679525,,foul_tip,3.0,R,R,S,,,1,1,-1.39,0.61,0.37,3.02,,,677649.0,2,2,Bot,,,8.724300474,-137.0287553,-2.157030978,-19.53143347,34.76014137,-24.30428481,3.25,1.49,,,,93.2,2406.0,6.1,745000,54.42,,,,,,,,14,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,224.0,0.0,-0.05,68.8,5.6,,0.05,,0,0,0.524,0.524,26,29,26,29,1,0,5.0,7.0,5.0,5.0,2.0,1.39,1.39,28.3
SL,6/23/2024,86.9,-1.65,5.56,668800,679525,,ball,14.0,R,R,B,,,0,1,0.31,0.34,1.24,2.14,,,677649.0,2,2,Bot,,,6.313131275,-126.3100198,-2.612019926,1.833372189,28.51739743,-28.21689713,3.29,1.43,,,,86.5,2428.0,6.3,745000,54.16,,,,,,,,14,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,46.0,0.0,0.027,,,,-0.027,,0,0,0.524,0.524,26,29,26,29,1,0,5.0,7.0,5.0,5.0,2.71,-0.31,-0.31,32.0
FF,6/23/2024,94.0,-1.71,5.63,668800,679525,,called_strike,5.0,R,R,S,,,0,0,-0.79,1.26,0.08,2.58,,,677649.0,2,2,Bot,,,6.369570466,-136.6383071,-4.914460296,-11.33312085,31.80476474,-15.55865942,3.25,1.34,,,,93.5,2372.0,6.2,745000,54.32,,,,,,,,14,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,223.0,0.0,-0.039,,,,0.039,,0,0,0.524,0.524,26,29,26,29,1,0,5.0,7.0,5.0,5.0,1.34,0.79,0.79,32.9
FF,6/23/2024,98.6,-1.65,6.06,668800,672578,field_out,hit_into_play,2.0,R,R,X,9.0,fly_ball,3,2,-0.47,1.56,-0.12,2.93,,,,0,8,Bot,196.04,137.79,5.322411711,-143.3699556,-6.69943005,-7.759794181,37.03456104,-9.267937505,3.25,1.49,231.0,79.9,49.0,99.3,2312.0,7.0,745000,53.49,0.049,0.057,0.0,1.0,0.0,0.0,3.0,60,6,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,215.0,-0.001,-0.299,65.4,6.2,0.077,0.299,88.0,4,4,0.989,0.989,27,29,27,29,1,3,2.0,7.0,2.0,5.0,0.81,0.47,0.47,35.3
SL,6/23/2024,87.6,-1.61,5.94,668800,672578,,ball,14.0,R,R,B,,,2,2,0.43,0.12,1.56,0.46,,,,0,8,Bot,,,6.833108448,-127.2777862,-7.372440111,3.221723547,27.43030028,-29.49212514,3.19,1.43,,,,88.3,2064.0,7.0,745000,53.55,,,,,,,,60,5,Slider,4,0,4,0,0,4,4,0,Standard,Standard,149.0,0.0,0.096,,,,-0.096,,4,4,0.989,0.989,27,29,27,29,1,3,2.0,7.0,2.0,5.0,2.87,-0.43,-0.43,40.8
FF,6/23/2024,99.2,-1.6,6.16,668800,672578,,ball,14.0,R,R,B,,,1,2,-0.52,1.51,1.95,2.09,,,,0,8,Bot,,,10.99221221,-143.5874685,-9.160961402,-10.12570561,39.21428323,-9.198157331,3.19,1.48,,,,99.1,2469.0,6.9,745000,53.57,,,,,,,,60,4,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,214.0,0.0,0.036,,,,-0.036,,4,4,0.989,0.989,27,29,27,29,1,3,2.0,7.0,2.0,5.0,0.87,0.52,0.52,36.9
FF,6/23/2024,97.4,-1.64,6.07,668800,672578,,foul_tip,6.0,R,R,S,,,1,1,-0.62,1.43,0.53,2.59,,,,0,8,Bot,,,7.297783009,-141.4754397,-7.0931953,-10.07842552,36.75388241,-11.52736041,3.25,1.49,,,,97.5,2342.0,6.8,745000,53.73,,,,,,,,60,3,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,217.0,0.0,-0.051,66.4,5.7,,0.051,,4,4,0.989,0.989,27,29,27,29,1,3,2.0,7.0,2.0,5.0,1.01,0.62,0.62,37.3
FF,6/23/2024,97.3,-1.65,6.06,668800,672578,,called_strike,3.0,R,R,S,,,1,0,-0.58,1.37,0.7,2.78,,,,0,8,Bot,,,7.670717154,-141.2893699,-6.351813998,-9.704954194,36.4520417,-12.58237004,3.06,1.25,,,,97.2,2359.0,6.7,745000,53.85,,,,,,,,60,2,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,213.0,0.0,-0.044,,,,0.044,,4,4,0.989,0.989,27,29,27,29,1,3,2.0,7.0,2.0,5.0,1.08,0.58,0.58,34.9
SL,6/23/2024,86.4,-1.73,6.08,668800,672578,,ball,14.0,R,R,B,,,0,0,0.32,0.1,2.77,0.57,,,,0,8,Bot,,,10.186238,-125.3422503,-7.091592976,1.158451643,27.00756345,-29.74612208,3.14,1.34,,,,87.1,2201.0,7.0,745000,53.47,,,,,,,,60,1,Slider,4,0,4,0,0,4,4,0,Standard,Standard,85.0,0.0,0.034,,,,-0.034,,4,4,0.989,0.989,27,29,27,29,1,3,2.0,7.0,2.0,5.0,2.99,-0.32,-0.32,40.0
